Tweet,Search,Document
Last weekend the USAF flight landed in Wick airport to pick up highly enriched uranium from Dounreay..... it was driven through populated roads and villages. It does bother me that both @theSNP @scotgov @scotgovhealth are savvy to this practice and keep it very low key.,USAF,527
"A USAF loadmaster assigned to the 352nd SOW signals a green light to a French AF Eurocopter over the coast of #France during exercise #DarkDune 18, in April. The US / French #SOF exercise covered HAAR to Static and Military Free Fall airborne operations:",USAF,528
#OperationRoundup continues #DefeatDaesh. USAF F15s provide precision strikes to destroy #Daesh in #Syria. #SDF continue operations on the ground to rid the world of these brutal extremists.,USAF,529
"Korean Aerospace (KAI) (w/its partner Lockheed Martin) are bidding for a $16 billion Pentagon contract for USAF trainer jets. Demeter Direct CEO, Mark Ko, claims that he served as a translator btwn KAI and Cohen.?? So KAI paid Cohen, who paid Demeter??",USAF,530
"Meet Technical Sergeant of the @usairforce, Kristen Shumate, who continues to serve in the USAF Reserve and works as an analyst at @PNCBank. She’s one of the many PNC employees we are proud to recognize for their service. #MilitaryAppreciationMonth",USAF,531
Restored World War II bomber Memphis Belle unveiled at US Air Force museum @CNNPolitics,USAF,532
US Air Force jets intercept 2 Russian bombers off Alaska coast ,USAF,533
"The US Air Force has apologized for its ill-advised attempt to incorporate the viral ""Yanny"" or ""Laurel"" meme into a tweet about repelling a Taliban attack in Afghanistan ",USAF,534
I’ve always admired my parents commitment to serve; offering the ultimate sacrifice for a country that wouldn’t always do the same for them because they knew a good fight was still to be had. Today I had the honor of receiving my first salute from them as a 2nd LT: US Air Force. ,USAF,535
The US Air Force has offered a reward for help finding a container of grenades which fell off the back of a truck ,USAF,536
US Air Force offering $5k reward for missing munitions ,USAF,537
"After 5 years of preparations, US Air Force says 39 Air Force Cyber Mission Force teams with 1,700 personnel have achieved “full operational capability.” Mission includes ”cyberspace superiority” to defend against attacks but also offensive options.",USAF,538
"????RIP US Air Force member Dac, who served with the 460th Security Forces Squadron. Dac has been immortalized with his own MWD trading card — thank you for your service ????#MilitaryMonday #Gratitude",USAF,539
More than 16 US Air Force members died in non-combative aircraft incidents in 2018 ,USAF,540
"Yesterday US air force in #Afghanistan release new footage, drone attack on Taliban who fighting in #Farah,",USAF,541
"From 2006 until 2015, Sen. Graham lied about being an instructor at the US Air Force Judge Advocate General School. However, there is no record Graham taught any classes or even set foot in the school. ",USAF,542
"The annual joint US-South Korea air exercises, known as “Max Thunder,” currently underway on the Korean Peninsula. The regularly scheduled exercises involve the US Air Force and South Korean forces. Approximately two thousand troops participate.",USAF,543
"KABUL- US Air Force intervenes to help Afghan govt. forces recapture the largely Pushtun city of Farah, close to Iranian border, from Taliban. According to Kabul sources the Taliban unit infiltrated from Iran. But will US-led coalition allow Taliban to escape back into Iran?",USAF,544
The US Air Force reportedly test launched a Minuteman III ICBM into Pacific early Monday morning.   This is the second ICBM flight this year. The first took place on April 25.,USAF,545
"Did they demand the US Govt to end the bombardment of Pashtun villages in #Afghanistan by the US Air Force or that's ""Haram""? ",USAF,546
"Russia wants a world war. We MUST regain control of our democracy before they succeed. The US Air Force is a defense but can be used to accomplish Putin's goals, also. World Wars are VERY profitable for the rich. ",USAF,547
"US Air Force jets intercept 2 Russian bombers off Alaska coast   #FoxNews YOUR PLAYING WITH THE WRONG PERSON PUTIN, THIS ISN'T OBUMMER MILITARY ANY LONGER,IT'S DONALD J. TRUMP'S AND HE DOESN'T PLAY!",USAF,548
#BREAKING: Two Russian Tu-95 strategic bombers intercepted x2 F-22 US Air Force jets approximately 55 miles off the Alaskan coast Friday morning. First time in a year.,USAF,549
We're proud to honor Capt Anabel Allen from the US Air Force and Chief Michael Allen from the US Navy for tonight's Oxy Military Welcome. ,USAF,550
"A retired USAF three-star general, Thomas McInerney - a birther crank - just referred to former POW John McCain as ""Songbird John"" on FOX Business. Don't tell me not to question the patriotism of people who talk like this.",USAF,551
"Holy shit. This is Fox News military analyst Thomas McInerny, a retired USAF lieutenant general (and prominent birther). ",USAF,552
High five! #Boeing’s fifth KC-46 Pegasus tanker slated for #USAF delivery takes off on its maiden flight. Game changer on its way to the fleet! #KC46,USAF,553
SA Orlan Streams (who is also a @LANationalGuard Captain) oversaw #USAF Staff Sergeant Kaylynn Ross' oath of enlistment at the #FBIHouston Field Office. We deeply appreciate the sacrifice all members of the #USArmedForces make to protect and defend our nation #HouNews #America,USAF,554
"T-6 pilots are still reporting dangerous, unexplained physiological episodes in the cockpit. And USAF still has no idea why. @laraseligman pic.twitter.com/8RcYbs7dj0",USAF,555
We are looking forward to deepening our ties with @NSF. We will simultaneously benefit from the research done together with a focus on the areas most vital to the future of the #USAF and the security of our Nation. #Research #technology,USAF,556
"#IAF can't carry-out an airstrike against #Iran without #USAF support because: -#Kuwait, #Jordan, #Iraq will not let #Israel uses their airspaces. -#IAF can't carry-out CSAR mission to rescue any downed pilot -F-35 loss in Iran will expose sensitive US tech to #China/#Russia ...",USAF,557
"One year ago today the Raleigh community welcomed the #NOAA and #USAF #HurricaneHunters with open arms, setting the attendance record for an event. We thank you for supporting us and events like these and as we move towards hurricane season remember #ItOnlyTakesOne #ncwx",USAF,558
The #USAF #SBIR #STTR at @WrightPattAFB is partnering with #smallbusinesses to put the latest tech in the field faster for #warfighters. Read on to learn how. ,USAF,559
So this is the time to spend your budget to protect your own country instead of sucking #US defense budget indirectly! This is time for #US to close that Spangdahlem AB to see whether those four mission capable Typhoon fighter jets of #Luftwaffe can protect #Germany without #USAF ,USAF,560
Did Russia Get Its Hands on USAF's High Tech Missile in Syria?,USAF,561
The USAF recently announced that the new B-21 Raider bombers will become operational in the mid-2020s. The B-21 was designed to have next-generation stealth capability to allow it to elude the most advanced air defenses in the world. ,USAF,562
Thanks to the USAF 26th OWS from @2FSSBarksdale for hosting our Chief Operating Officer and @NWSShreveport staff.,USAF,563
"A lame-duck DA is all the ANC needs to bring its special brand of sillycosis to the Western Cape. Take note Cape Party, Cape Exit and USAF. It's your minute to midnight...",USAF,564
The @usairforce is grounding all its aircraft for a day for safety reviews after a string of deadly mishaps recently. I talked to a retired USAF F-16 pilot about how common this is and what happens during these reviews. Plus how a @WrightPattAFB-based unit is affected. 6 @whiotv,USAF,565
"I actually had the ""pleasure"" of meeting this walking waste of usable O2 when I was on the Air Staff. ??A testament to the questionable screening of General Officers for a few years there in the USAF. Short version: Torture is the act of a coward. ",USAF,566
"I’m not a @SenJohnMcCain fan & I’ll never be because our politics differ but this is despicable by @FoxNews military analyst Thomas McInerny, a retired USAF lieutenant general & a birther. You should be ashamed of yourself ",USAF,567
"Book should've been titled ""The Restless Traitor. I had a friend in POW camp with McCain and he told me he ratted out his fellow prisoners. I believe that man, Col. Bud Day, USAF Ret. and deceased. Earl Jones ",USAF,568
@BobHarr1944 Thank you for your service to our GREAT country! Please FOLLOW & RETWEET this Amazing USAF Vet. #DJTrumplicans ?you! #KAG #MAGA #45Trump #MilitaryAppreciationMonth ,USAF,569
After my craptastic work day I got a happy piece of news- my USAF little brother who is in AL for two weeks going to school is coming over to ATL this weekend for Mother’s Day! We’ll all be together!! ??,USAF,570
"Today marks the 101st anniversary of America’s oldest Fighter Squadron, the 27 FS. Originally organized as Company K, 3rd Provisional Aero Squadron on 8 May 1917, today they’re flying F-22 Raptors continuing a proud legacy of Air Dominance. #USAF #AIRPOWER #F22",USAF,571
"After 4time shuttle astronaut Bob Crippen's great talk at AF Museum last night,trio his classified @usairforce @NatReconOfc #MOL #MannedOrbitingLaboratory astrocolleagues posed for pics:cancelled by Nixon 1969.USAF Col Norvin ""Bud"" Evans, Bob Crippen & Al Crews.Cred: @ken_kremer",USAF,572
Just had over half my long hair cut off that I’ve been growing since retiring from the USAF 6 years ago! My hair is being donated to make wigs for children ??with cancer. ,USAF,573
"Great, detailed, and dramatic story by @SeanDNaylor about the fight to get a USAF special operator a Medal of Honor. ",USAF,574
"THANK YOU SOLDIER???? “Father, I commit my life into your hands. Whether on land, sea, or air, guard & keep me. Protect me from enemy assault, accidents, & errors in judgment. Protect my comrades too.” #MILITARYMONDAY #WARRIORWEDNESDAY #REDFRIDAY #USAF #USArmy",USAF,575
"USAF MC-130J's HAVOC17 & 18 departed Kadena AB, Okinawa en-route towards the Philippines at FL180 wkg on HF ",USAF,576
""".@RubinReport why haven't you ever interviewed @WayneDupreeShow? Newsmax named him one of top 50 influential black Republicans last year. He's a board member of @DNCTrump and served 8 years in USAF (Desert Storm /Shield). He's also interviewed @realDonaldTrump five times.""",USAF,577
"SKYKING just transmitted on USAF frequencies by Andrews AFB ""FREE SAFETY TIME 31 AUTH RZ"" I have never heard a SKYKING transmitted this early.",USAF,578
"Here’s a line-up of seven 767-2Cs and one KC-46 parked in storage on Paine Field, waiting for the USAF to approve the final configuration and delivery. ",USAF,579
#WATCH this #MissionToMars! #TeamVandenberg launched the #NASAInSight Mission to Mars early this morning on a United Launch Alliance #AtlasV rocket from Space Launch Complex-3E at #VandenbergAFB. @30thSpaceWing #Vandenberg #USAF #Military @NASA #NASA #SLC3 #Mars #Space #Rocket,USAF,580
"“It’s a simple fix,” KC-46 test program manager Jeanette Croppi said. “The situation is unacceptable, but it’s just a matter of when we are going to fix it.” Well then, why have you let it go on so long? USAF needs a tanker now, not when you're ready.",USAF,581
"Happy #NationalAstronautDay Col(R) Alfred M Worden (USAF) West Point Class of 1955, Command Module Pilot, Apollo 15 lunar mission ",USAF,582
Congrats to the 509th and 131st Logistics Readiness Squadrons at @Whiteman_AFB being recognized jointly as the best #USAF LRS for 2017! ,USAF,583
"Sept. 2017: Korean firm bidding for $16B US fighter jet contract rocked by embezzlement scandal. Nov. 2017: Firm pays Michael Cohen $150k. Dec. 2017: US Air Force delays awarding jet deal, possibly helping firm Still lots of questions. ",USAF,584
Great to reconnect with Secretary Heather Wilson of the US Air Force today. Secretary Wilson is a passionate champion for women & girls in #STEM and a trailblazer for women at the highest levels of our armed forces. She is a formidable role model and inspiration! pic.twitter.com/LpeO01MqFc – at The White House,USAF,585
Interesting NYT bit w/ SC connections on payments to Michael Cohen's company. That Korean Aero/Lockheed partnership is competing for a big contract to provide trainer jets for the US Air Force. Where are those jets supposed to be assembled? Greenville.,USAF,586
"Seven US military plane crashes in the past month, 16 Americans killed, US air force in turmoil...and no Russians blamed yet. ",USAF,587
"South Korean jet manufacturer paid $150,000 to firm set up by Donald Trump's private lawyer …months before they started bidding to sell $16 billion worth of planes to the US Air Force.",USAF,588
"US Air Force chief of staff directs flying and maintenance units to conduct 1-day operational safety review by May 21 ""after a series of recent aviation mishaps and fatalities.""",USAF,589
WATCH LIVE: President Trump welcomes home three American detainees freed by North Korea as they land at US air force base ,USAF,590
"US Air Force Pilot about the recent US military aircraft crashes: ''OUR EQUIPMENT IS OLD, OUR NEWEST EQUIPMENT IS ALREADY WORN OUT. THIS IS A FULL BLOWN FUCKING CRISIS AND IT WILL ONLY GET WORSE. MAY GOD HELP US!''",USAF,591
"In another amazing coincidence, Michael Cohen received $150,000 for accounting advice from South Korean aerospace company that is trying to close a $16 billion deal with the US Air Force  #tyt #TrumpRussia #Cohen #Treason",USAF,592
"accounting system”. No connection to their proposed $16 billion dollar contract with the US Air Force, obviously. Sure, Jan.",USAF,593
"accounting system”. No connection to their proposed $16 billion dollar contract with the US Air Force, obviously. Sure, Jan.",USAF,594
"Impressive story about how the US Air Force is rethinking rank and DoD processes, and focused on sustainably building great software. ",USAF,595
MOMENTS AGO: President @realDonaldTrump boards Air Force One at Joint Base Andrews for Indiana where he and @VP Mike Pence will hold a rally.,USAF,596
President Donald Trump just flew over WNDU Studios in Air Force One before landing at South Bend International Airport. ,USAF,597
Arrest made in killing of 24-year-old Air Force veteran who was stabbed in apparent road rage incident. ,USAF,598
My commute back home to Indiana went a little quicker today. It was an honor to join the @VP aboard Air Force Two this afternoon. ,USAF,599
Great be aboard Air Force Two this afternoon heading home with the Vice President and other Hoosiers. ,USAF,600
USAF says new nuclear B-21 bomber would go to 3 bases to replace B-1 and B-2 bombers  Two of those bases currently do not have nuclear bombers. Does that mean the Air Force plans to increase the nuclear bomber force? ,USAF,601
"Have you been wanting to read an absolutely absurd amount of material on all USAF aircraft and weapons? Well then, today's your day, the @airforcemag 2018 Almanac is live.",USAF,602
USAF tanker day! KC-46 briefings and tours in Everett and Seattle ,USAF,603
"A @RoyalAirForce Typhoon receives fuel from a #USAF KC-135 Stratotanker during the U.K. led exercise Joint Warrior, offloading more than 7,000 pounds of fuel in support of the exercise that involved #UK, @NATO and allied units.",USAF,604
"Well said, Phil. This is a top priority for @Boeing, and we're honored to deliver this capability for our USAF customer. ",USAF,605
One of the 41 USAF B-52H bombers de-nuclearized under the New START treaty just participated in an exercise in Morocco. ,USAF,606
Prayers. As son of retired USAF pilot this hits home. God bless the crew and their families ,USAF,607
"#USairforce WC130 #Hurricane hunter down, according to various sources. #crash #aviation #defence #avgeek #defense #USAF ",USAF,608
"John, #USAF veteran, + Duke were in foster together before making adoption official! Wonderful #pets4vets match thru our partnership with @gp_prairiepaws - which offers #veterans in our program a 50% fee discount + more. #homeatlast",USAF,609
Teamwork devides the task and multiplies the success. #Military #USArmy #USNavy #USMC #USAF #soldier #militaryappreciation,USAF,610
Today in 1952: the first successful North Pole aircraft landing was made by ski-and-wheel-equipped USAF C-47 Skytrain. Pictured here is a C-47 in flight. ,USAF,611
"""Which service was it most dangerous to be in during World War II?"" Steve Miller, USAF Vietnam Vet; 173 Missions; Military Historian/Author & Service Consultant: ""As for the dangers involved serving in the armed Merchant Marine during World War II, here's an excerpt from his book ",USAF,612
USAF Nuke Chief not expecting easy B-52 engine upgrade ??#Aerospace,USAF,613
#USAF for Life,USAF,614
We are growing #cyber capabilities with @northropgrumman in support of #USAF – at Port Of San Antonio,USAF,615
"Colonel (Dr.) David Litts, USAF (Ret) opening things up with a discussion on the @Action_Alliance ‘s  Campaign   #CTAM",USAF,616
"Got ideas & think you can help the @AFWERX innovation hub? Check out the #FusionChallenge today! If you have a BIG BOLD idea on how to better protect our military, visit   #innovate2protect #USAF ",USAF,617
USAF #C-17 #GlobeMaster still quietly parked at Yaoundé NSI airport in Cameroon. Too far to read ID. @CivMilAir @TheAviationist,USAF,618
Autonomous refueling is an upgrade for the KC-46A now coming up for discussion between USAF and Boeing. ,USAF,619
So proud of all the amazing #USAF #WoundedWarriors who will represent #TeamUSA this October at the #InvictusGames. I'm looking forward to cheering you all on! @WeAreInvictus @AFW2 @DeptofDefense,USAF,620
"The museum celebrated its 36th Annual Volunteer Appreciation Banquet in April during which 566 volunteers were honored. Richard Isaacks of Xenia, Ohio, was selected as the Museum Volunteer of the Year for 2017 for his dedication and excellence in serving the museum and the USAF. ",USAF,621
"Great to see @BoeingDefense @HQ_AFMC NC-135W 61-2666 in the UK again, one of only five TF33 powered C-135 variants still in service with the USAF. ",USAF,622
I Served in the USAF (1998-2002) W/ Both Democrats & Republicans. We Respected Each Other as Equals & Never Once Did I Question Someone's Politics as a Cognitive Failing. Republicans Who Remain Silent While1 of Their Own Disrespects My Fellow Veterans Have Lost Touch W/ Reality ,USAF,623
"I havent seen the tail number on the #C130 that went down in GA today to compare against one in hangar Having spent 20 years flying in #USAF, act of sabotage isnt likely. They would fly w/a maintenance crew chief on-board most likely- not just aircrew ",USAF,624
"USAF B-52H's MEGA01 & MEGA02 departed Andersen AFB, Guam yesterday to conduct a round-trip mission towards Alaska in support of Exercise Red Flag Alaska USAF KC-135R's GERM21 & GERM22 provided initial Tanker Support ",USAF,625
Happy 75th birthday to @JBA_NAFW! As you can see from this 1949 photo in front of a B-36 the USAF Band has been there every step of the way to support their mission. #JointBaseAndrews #AmericasAirmen,USAF,626
"Our Thoughts, Prayers, & Condolences go out to the brave men and women of the USAF Air National Guard 165th Airlift Wing who put their lives on the line everyday to keep us safe ",USAF,627
"41 years ago today: 1st Lt Christine E. Schott, USAF, became the first woman in the Air Force Undergraduate Pilot Training Program to solo in the Northrop T-38A Talon at Williams AFB, Arizona. #womeninaviation #womenRvets2 #wcw #flygirlstheseries",USAF,628
this implicates that it was infact a joint Israeli / US action. Because the US would monitor their flight & register that they are cheating with IFF codes and mask as USAF. But it explains why remains of GBU-39 (100km range) where found at Aleppo ,USAF,629
"Join the #FusionChallenge today! If you have a BIG BOLD idea on how to better protect our military, visit   #innovate2protect #ProtectOurTroops #USAF #startups",USAF,630
"#TuesdayThoughts: Military working #dogs are service members, too. Here, SSgt. Ryne Wilson, 99th Security Forces Squadron @NellisAFB, and his MWD, Seneca, during a #training exercise April 26. | @usairforce photo by Airman 1st Class Andrew Sarver",USAF,631
One day till my Airmen is graduated!??How many RT can she get to welcome her back????? #USAF #BMT,USAF,632
Most likely pilots of #Israel Air Force (#IAF) F-15Is which used GBU-39s to destroy #IRGC assets such as a new SAM system near #Aleppo Intl Airport & also #Syria Arab Army's 47th Brigade Base near #Hama had pretended to be #USAF's F-15Es involved in anti-#ISIL Op #InherentResolve,USAF,633
BREAKING: An unnamed source in #USAF says Crews of 3 F-15Is of #Israel Air Force which bombed #IRGC assets such as SAM systems near #Hama & #Aleppo has probably used deceptive call-signs & IFF codes & etc to be seen as #USAF's F-15Es for deceiving #Syria/ #Russia SAM operators.,USAF,634
"Today we honored the life of USAF Staff Sgt. Carl Enis, who trained as a paramedic with Medic 32 in 2011. He died in March in Iraq while serving as an Air Force pararescueman. ",USAF,635
USAF B-52. This aircraft still has an awesome presence. ,USAF,636
#USAF and @NATO allies strengthen partnerships through the Berlin Air and Trade show. ,USAF,637
Missing my mentor & HERO @Veterans2011 something terrible. It’s been 4 weeks this morning since I received the life altering call. It just hurts. We had so many plans to help vets again this year. RIP Curly I love you “dad”. #HERO #USAF #Veteran #HomelessVeterans,USAF,638
Correcting @FoxNews. Netanyahu presented no new evidence that shows Iran is cheating on Nuke Plan. He presented old photos that predate agreement. He lied when he said Iran was testing. USAF has detection sensors around the world. USGS can detect explosions like they do quakes. ,USAF,639
After a long surveillance mission over eastern Mediterranean Sea this #USAF Northrop Grumman RQ-4B (10-2043) is back to NAS Sigonella #Syria #Israel #Lebanon,USAF,640
The #USA will remain the #LandOfTheFree only so long as it is #HomeOfTheBraves ????????????#Vets #Veterans #USMC #USArmy #USAAF #USAF #Military #NationalGuard #USCG,USAF,641
Brother till the end. ??#USAF ,USAF,642
Cody and Dunkin are adorbs! The #USAF veteran and stunning Lab are the latest adoptees thru our partnership with @DFW_Humane which waives adoption fees for #veterans in our program. Learn more and apply:,USAF,643
Not Forgotten: Final Salute For USAF Pilot Killed During Vietnam War > Defense POW/MIA Accounting Agency > Recent News & Stories ,USAF,644
A @48FighterWing F-15C of the 493rd Grim Reapers aggressively dives into a #Wales valley #Professional #USAF ,USAF,645
"‘I am so enthralled with the Lightning’ So said a USAF trials pilot in 1966, according to Roland Beamont in his book Phoenix Into Ashes. ",USAF,646
"Puerto Rico governors spokeswoman says 9 people were listed on the manifest for the Puerto Rico air national guard 130 cargo plane that crashed in GA. The US Air Force said 5 people were on board; I again asked the military, how many; they referred me to their original number: 5 ",USAF,647
"After being deployed to Afghanistan for three months, US Air Force Technical Sergeant Sean Laffey surprised his family at #TheK and was given a warm welcome back to Kansas City. ??",USAF,648
George Lucas wanted to be an officer in the US Air force but was rejected because he had too many speeding tickets.,USAF,649
The US Air Force has confirmed that it was a US Air National Guard C-130 which crashed shortly after take off at 11am local time. ,USAF,650
